,Framework,Lat_Var_Sum_X,Lat_Var_Sum_Y,Lat_Var_Max_X,Lat_Var_Max_Y,Lat_Var_Avg_X,Lat_Var_Avg_Y
185,AFT,2.587869167327881,-1.624157428741455,2.241023302078247,1.7034051418304443,0.03594262897968292,-0.02255774289369583
186,MAR,4.610141277313232,-0.5943078994750977,2.296535015106201,1.728568196296692,0.0640297383069992,-0.00825427658855915
187,MWW,4.437655448913574,-0.9293785095214844,2.300339937210083,1.734085202217102,0.06163410469889641,-0.012908034957945347
188,SAT,3.0591557025909424,-1.5217161178588867,2.2451722621917725,1.7174023389816284,0.04248827323317528,-0.02113494649529457
189,STI,4.307133674621582,-0.9816346168518066,2.280975580215454,1.7290396690368652,0.05982130020856857,-0.013633813709020615
190,SWY,3.3989651203155518,-1.326390266418457,2.238602638244629,1.7246075868606567,0.047207847237586975,-0.018422087654471397
191,TOL,4.002517223358154,-0.8575677871704102,2.2263126373291016,1.726527214050293,0.055590517818927765,-0.011910663917660713
192,SFG,-6.441317081451416,-22.094955444335938,2.4574410915374756,2.160688877105713,-0.08704482764005661,-0.29858046770095825
193,IRY,-4.928934097290039,-5.95424222946167,2.378981590270996,1.9087097644805908,-0.06485439836978912,-0.07834529131650925
194,OBW,-4.950995922088623,-6.003839492797852,2.394638776779175,1.8967636823654175,-0.06514468044042587,-0.0789978876709938
195,UTL,-4.885905742645264,-6.142757415771484,2.411968231201172,1.8988966941833496,-0.06428823620080948,-0.08082575350999832
196,SSO,-22.799108505249023,-11.582054138183594,2.3864710330963135,1.8388094902038574,-0.2849888503551483,-0.14477567374706268
197,TER,-22.93206214904785,-11.938754081726074,2.412674903869629,1.8203400373458862,-0.28665077686309814,-0.14923442900180817
198,FAR,-19.873130798339844,-7.793549537658691,1.7298781871795654,2.6248512268066406,-0.2365848869085312,-0.09278035163879395
199,NON,-8.690975189208984,-16.56123161315918,2.0353147983551025,2.543808937072754,-0.09876108169555664,-0.18819580972194672
200,MSO,-22.461645126342773,-12.612899780273438,1.6619517803192139,1.9774999618530273,-0.24957384169101715,-0.14014333486557007
201,BOZ,-18.834627151489258,-17.489717483520508,1.7773667573928833,2.4129247665405273,-0.20472420752048492,-0.1901056319475174
202,IRN,-18.84930419921875,-17.50227165222168,1.7877870798110962,2.390063762664795,-0.20488373935222626,-0.19024208188056946
203,SVR,-18.779016494750977,-17.186344146728516,1.7567709684371948,2.454195976257324,-0.2041197419166565,-0.18680809438228607
204,BOG,-26.74063491821289,-11.79485034942627,1.5450927019119263,1.5446308851242065,-0.2785482704639435,-0.12286302447319031
